text,sentiment
Love the idea of giving each year a theme. This is the year of new beginnings!,positive
When I check google analytics I can always get to google.com/**** before Safari`s auto-fill kicks in. Makes me laugh,positive
Lying with my new lab pup on my lap,neutral
 nothing  let`s stay quiet together. ps: did you cry?,neutral
dedicating the next 2 hours to cleaning the house,neutral
My goodness! I go single and **** goes crazy! Haha. **** this. I like being single too much. I do what I want...holla!,positive
"  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good",positive
"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",positive
"i feel extra-nauseous all of a sudden, like my stomach wasn`t ready to resume peristalsis after the events of two nights prior",negative
 sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight,neutral
Omg i`m so sad. I jus took in that gossip girl is done,negative
Im wishing that i had the weekend off so i can go to SOL.,positive
" so which one are you The Good, The Bad or The Ugly",neutral
_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,neutral
Hello Twitters,neutral
Been invited to join a group in Second Life called 'Ballistic Autistics'.  Cute name.,positive
No 10th  2 months=],neutral
Bout to go to bed... Happy Mother`s Day ladies .... especially all th 1s who takin care of thier kids alone..n I Love U Momma,positive
 He seemed all happy about it,positive
 The fever`s gone ... Thanks Jen!,positive
no phone call yet.. 20 minutes until I pluck up the courage. I WISH MY PHONE WOULD RING,positive
 very long by the sounds of things... But deadlines are Deadlines...,neutral
 why that`s a halo,neutral
perfect night in nj.,positive
"_Brad oh, cuz id like to use it on a whole heap on bitchy girls I knoww",neutral
Yum! Whole box of cookies for me,positive
Still working on music grades...outside on the deck...sun is behind a big gray cloud,neutral
 o snapppp look who i found on twitter lollll,neutral
" Pixies - Number 13 gives me such an energy rush. They are playing a festival close to me in June, but work won`t me me go",positive
wish i can be with her every day,neutral
 it doesn`t work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful,neutral
 That`s for sure. That`s why I intentionally turn my thought processes to the silly,negative
last day of classes!!,neutral
happy mother`s day to all moms and pseudo stepmoms,positive
Finally at home. Who decides it`s time for more work at 17:10 on the Friday of a long weekend... apparently my client.,neutral
"gave the bikes a thorough wash, degrease it and grease it. think i did a really good job!",positive
My tongue still hurts.  I need to sleep!!!,negative
 That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.,positive
*sigh* I`m going to bed... I just don`t feel right anymore...,negative
over him  finally,neutral
  I should be doing history.....,neutral
i really need a skateboard  ........,neutral
The toaster oven was my fault. Now I`m going to look like an idiot in front of my father.,negative
why are plane tickets so expensive,negative
Dropping my mum at the station   I`ll miss u mum,negative
Drinking tea and eating choc chip cookies. Going to head to sleep soon! Night all,neutral
is  happy  cause  my  voice  is  back  <3,positive
My attempts at writing tonight seem to be failing.,negative
Spent last night in A&E (ER). Wife tangled wheels with Daughter & hit the deck. Dislocation & fracture resulted.,neutral
" weird as usual, but ok... that`s why we like it",positive
having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,neutral
"Ok time to study for bus law and ethics, gotta test today",neutral
 we should definately be in Paris that week. if I get a job we most certainly will be,neutral
I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,positive
Bored and lonely at work,negative
@ Ahhhhh FML! Classic Crime is sold out!,neutral
I`m always hungry all the time but now I don`t even feel like eating. This is not normal...and my throat`s sore. I`m sick,negative
" Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go 'eww, blood'.  Haha.",neutral
feels guility . sorry `bout that  http://plurk.com/p/wyqow,negative
 not if i`m not on the list,neutral
It`s a sad day when Christian Lacroix has to file for bankruptcy,negative
  you may have to email the tech support ppl. that`s odd.,negative
The power is out! I can`t seeeeeeee!!  I love storms!,positive
 I hope for a speedy recovery for you!,positive
"Back at home,11 hours till work",neutral
I am very sad because I have gone on the show McFly fan I am of them!,negative
is getting ready to start the work week...work 2 off 3 then work 3 more. It`s not bad  Have a great one everybody!!,positive
 do I discern a request for Hulu support? excellent idea!,positive
" ha!The potential is there but so is the loss of fingers, think you can get the PO to do it? At a charge and not full proof",negative
 FRUITY PEBBLES?! What? Over Lucky Charms,neutral
My car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,neutral
I have softball,neutral
Room is so empty,neutral
_Bayliss Naww... when should we go on mega scotter?,neutral
kate is leaving me all by my lonesome,negative
I do not feel good,negative
is bored hehehe  i hate IPT,negative
 That sucks!    It`s thundering here.  I`m getting ready to shut down.,negative
has a terrible headache.  I need relief!,negative
WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,neutral
" MANDY!!!  IT WON`T LET ME VOTE  I WANT HER TO WIN BUT I CAN`T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",neutral
Dahh- I do believe it`s time for bed. G`night,neutral
wtf come i need this day to go by,negative
" whats twhirl? I`ve some work to be doing over the weekend thank god so I`m probably going to miss it red, sorry",neutral
six more finals to go,neutral
 i`m still crossing my fingers for a fun group,positive
Disneyland was a blast yesterday now back to work,positive
 YIKEYSSS!!  I`M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!,positive
 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya ****,positive
is happy that tiff can`t drop BIO so she can suffer with me  nyayhahahah!,neutral
A thursday. Is that REALLY necessary  ? Have u ever heard of school and horrible mums,negative
Why are we busy ugh I have the largest headache,negative
 Prefer 80`s singstar. I know all the words!,neutral
hates the sound of silence..doesnt like being shut out..,negative
  want somebody to hold me Alma! tear tear,negative
"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",negative
back to my office.  the fire alarm went off due to someone burnt food in microwave,negative
Ugh... I definitely speak too soon...,neutral
victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY,negative
 saw you walking back from starbucks. I was in the orange beetle,neutral
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,negative
"#web20 .#prologue - Modern Liberalism, Misconstrued (2nd 1/2 of Bible  -- 'Christ -- without the Crucifiction'  Abstraction w/o `Skin`",negative
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,positive
 Btw happy mom`s day to hannah and your mom and han`s mom! Yey! Moms unite! This is your day,positive
my mom watched my new video and she actually LOL  Love her! xoxo http://bit.ly/16w6zV,positive
animating an ad for work. One of my favorite things to do. So much so that I`m doing it on a saturday night for fun!,positive
 i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral
" Oh, I see what you mean. That is true if they are used improperly, which we know they are.",neutral
 Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog,positive
"Jumpstart! WOTD: Jape QQ: Are you comppetitive, overcompetitive or not competitive at all? Write your responses here!",neutral
Just Finished My English Final...Just One Step Closer To The End.,neutral
" If I end up working in DC, GMU is on my 'short list' for Masters No. 2. Started Sys Eng program in the 90`s; never finished.",neutral
Just tried to sign up for  but apparently Knoxville is not a big enough city  Will Knox ever be on the list?,neutral
chilling at the casa,neutral
I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,negative
"_dreamer Wow, you still haven`t gotten them?",neutral
ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,positive
Goood Moring,positive
 I fee your pain its lady Ga Ga and It will drive you insane oh dear God her songs are in my head,negative
Trying to stay awake  Anyone have any tips how to keep yourself awake ?,neutral
Going to bed now  *thinks I Twitter WAY too much*,neutral
 ~Congratulations Daddy,positive
